id,cod_autor,nome_autor,partido,uf,ano,tipo_emenda,funcao,funcao_nome,subfuncao,subfuncao_nome,valor_empenhado,valor_pago,descricao
384,220646,Felipe Becari,UNIÃO,SP,2021,Bancada,20,Agricultura,782,Transporte Rodoviario,2625576.0,1281919.82,Emenda bancada de Felipe Becari (UNIÃO/SP) para Agricultura - Transporte Rodoviario em 2021
385,204473,General Girão,PL,RN,2020,Individual,27,Desporto e Lazer,361,Ensino Fundamental,4211831.89,2147303.84,Emenda individual de General Girão (PL/RN) para Desporto e Lazer - Ensino Fundamental em 2020
386,74052,Bosco Costa,PL,SE,2021,Bancada,13,Cultura,364,Ensino Superior,7487456.31,5478333.34,Emenda bancada de Bosco Costa (PL/SE) para Cultura - Ensino Superior em 2021
387,227275,Mariana Carvalho,PODE,MA,2022,Individual,12,Educacao,361,Ensino Fundamental,5995810.48,5331051.2,Emenda individual de Mariana Carvalho (PODE/MA) para Educacao - Ensino Fundamental em 2022
388,220600,Lebrão,UNIÃO,RO,2022,Individual,04,Administracao,452,Servicos Urbanos,6516181.69,5711268.18,Emenda individual de Lebrão (UNIÃO/RO) para Administracao - Servicos Urbanos em 2022
389,220571,Daniel Agrobom,PL,GO,2024,Comissao,26,Transporte,365,Educacao Infantil,3092687.18,1607975.58,Emenda comissao de Daniel Agrobom (PL/GO) para Transporte - Educacao Infantil em 2024
390,220581,Luciano Amaral,PSD,AL,2023,Comissao,13,Cultura,364,Ensino Superior,11751418.11,6206163.24,Emenda comissao de Luciano Amaral (PSD/AL) para Cultura - Ensino Superior em 2023
391,220526,Gilvan da Federal,PL,ES,2023,Individual,19,Ciencia e Tecnologia,511,Saneamento Basico Rural,13987800.57,6152674.44,Emenda individual de Gilvan da Federal (PL/ES) para Ciencia e Tecnologia - Saneamento Basico Rural em 2023
392,160604,Pedro Uczai,PT,SC,2024,Individual,06,Seguranca Publica,244,Assistencia Comunitaria,10935479.12,10498961.48,Emenda individual de Pedro Uczai (PT/SC) para Seguranca Publica - Assistencia Comunitaria em 2024
393,74075,Elcione Barbalho,MDB,PA,2022,Bancada,27,Desporto e Lazer,511,Saneamento Basico Rural,1130464.21,1010015.0,Emenda bancada de Elcione Barbalho (MDB/PA) para Desporto e Lazer - Saneamento Basico Rural em 2022
394,160510,Luis Tibé,AVANTE,MG,2021,Bancada,15,Urbanismo,512,Saneamento Basico Urbano,3706115.4,2820591.3,Emenda bancada de Luis Tibé (AVANTE/MG) para Urbanismo - Saneamento Basico Urbano em 2021
395,74784,Luiza Erundina,PSOL,SP,2020,Individual,04,Administracao,451,Infraestrutura Urbana,9009214.44,6374657.19,Emenda individual de Luiza Erundina (PSOL/SP) para Administracao - Infraestrutura Urbana em 2020
396,74400,Paulo Pimenta,PT,RS,2023,Individual,16,Habitacao,452,Servicos Urbanos,11881741.66,6554808.09,Emenda individual de Paulo Pimenta (PT/RS) para Habitacao - Servicos Urbanos em 2023
397,220630,Pedro Aihara,PATRIOTA,MG,2020,Individual,20,Agricultura,244,Assistencia Comunitaria,3798641.44,2907046.05,Emenda individual de Pedro Aihara (PATRIOTA/MG) para Agricultura - Assistencia Comunitaria em 2020
398,220553,Denise Pessôa,PT,RS,2020,Individual,15,Urbanismo,122,Administracao Geral,9710964.94,7309642.62,Emenda individual de Denise Pessôa (PT/RS) para Urbanismo - Administracao Geral em 2020
399,230957,João Cury,MDB,SP,2020,Individual,04,Administracao,451,Infraestrutura Urbana,3955201.72,2600439.8,Emenda individual de João Cury (MDB/SP) para Administracao - Infraestrutura Urbana em 2020
400,74160,Patrus Ananias,PT,MG,2024,Individual,16,Habitacao,122,Administracao Geral,5674381.56,3541632.6,Emenda individual de Patrus Ananias (PT/MG) para Habitacao - Administracao Geral em 2024
401,209787,Nikolas Ferreira,PL,MG,2020,Individual,06,Seguranca Publica,365,Educacao Infantil,4501940.09,4251556.95,Emenda individual de Nikolas Ferreira (PL/MG) para Seguranca Publica - Educacao Infantil em 2020
402,229069,Capitão Samuel,PP,SE,2021,Individual,12,Educacao,452,Servicos Urbanos,5211693.54,4424670.48,Emenda individual de Capitão Samuel (PP/SE) para Educacao - Servicos Urbanos em 2021
403,171617,Paulão,PT,AL,2023,Individual,27,Desporto e Lazer,365,Educacao Infantil,10857709.75,6696091.14,Emenda individual de Paulão (PT/AL) para Desporto e Lazer - Educacao Infantil em 2023
404,220612,Bebeto,PTB,RJ,2020,Individual,26,Transporte,301,Atencao Basica,5211861.42,1962546.63,Emenda individual de Bebeto (PTB/RJ) para Transporte - Atencao Basica em 2020
405,228272,Délio Pinheiro,PDT,MG,2024,Individual,11,Trabalho,362,Ensino Medio,2486022.1,1720064.44,Emenda individual de Délio Pinheiro (PDT/MG) para Trabalho - Ensino Medio em 2024
406,178858,Mário Negromonte Jr.,PP,BA,2023,Bancada,08,Assistencia Social,511,Saneamento Basico Rural,2877165.19,2186977.97,Emenda bancada de Mário Negromonte Jr. (PP/BA) para Assistencia Social - Saneamento Basico Rural em 2023
407,138286,Luciano Alves,PSD,PR,2024,Comissao,10,Saude,181,Policiamento,6798667.67,4083871.21,Emenda comissao de Luciano Alves (PSD/PR) para Saude - Policiamento em 2024
408,204560,Adolfo Viana,PSDB,BA,2021,Individual,11,Trabalho,362,Ensino Medio,10586020.18,9074396.16,Emenda individual de Adolfo Viana (PSDB/BA) para Trabalho - Ensino Medio em 2021
409,220543,Ricardo Ayres,REPUBLICANOS,TO,2024,Individual,12,Educacao,511,Saneamento Basico Rural,4957175.18,3074862.87,Emenda individual de Ricardo Ayres (REPUBLICANOS/TO) para Educacao - Saneamento Basico Rural em 2024
410,220551,Franciane Bayer,REPUBLICANOS,RS,2023,Individual,15,Urbanismo,452,Servicos Urbanos,9622717.93,6907952.71,Emenda individual de Franciane Bayer (REPUBLICANOS/RS) para Urbanismo - Servicos Urbanos em 2023
411,171139,Loreny,SOLIDARIEDADE,SP,2022,Individual,20,Agricultura,302,Assistencia Hospitalar,6922122.73,2912616.45,Emenda individual de Loreny (SOLIDARIEDADE/SP) para Agricultura - Assistencia Hospitalar em 2022
412,204408,Gustinho Ribeiro,REPUBLICANOS,SE,2020,Bancada,20,Agricultura,122,Administracao Geral,4766467.6,2225944.7,Emenda bancada de Gustinho Ribeiro (REPUBLICANOS/SE) para Agricultura - Administracao Geral em 2020
413,98148,Cobalchini,MDB,SC,2021,Individual,06,Seguranca Publica,365,Educacao Infantil,6331762.68,2510588.91,Emenda individual de Cobalchini (MDB/SC) para Seguranca Publica - Educacao Infantil em 2021
414,80815,Leo Prates,PDT,BA,2023,Bancada,18,Gestao Ambiental,361,Ensino Fundamental,10432150.61,7841660.53,Emenda bancada de Leo Prates (PDT/BA) para Gestao Ambiental - Ensino Fundamental em 2023
415,160599,Dimas Fabiano,PP,MG,2023,Individual,16,Habitacao,361,Ensino Fundamental,2887768.84,2568351.72,Emenda individual de Dimas Fabiano (PP/MG) para Habitacao - Ensino Fundamental em 2023
416,220549,Any Ortiz,CIDADANIA,RS,2020,Individual,19,Ciencia e Tecnologia,365,Educacao Infantil,3007414.53,1710499.86,Emenda individual de Any Ortiz (CIDADANIA/RS) para Ciencia e Tecnologia - Educacao Infantil em 2020
417,220626,Rafael Simoes,UNIÃO,MG,2023,Individual,16,Habitacao,244,Assistencia Comunitaria,7426715.61,5919832.5,Emenda individual de Rafael Simoes (UNIÃO/MG) para Habitacao - Assistencia Comunitaria em 2023
418,81055,Márcio Jerry,PCdoB,MA,2020,Individual,27,Desporto e Lazer,361,Ensino Fundamental,11958625.26,5433648.39,Emenda individual de Márcio Jerry (PCdoB/MA) para Desporto e Lazer - Ensino Fundamental em 2020
419,178881,Aluisio Mendes,PSC,MA,2024,Individual,26,Transporte,362,Ensino Medio,11733028.94,8165663.94,Emenda individual de Aluisio Mendes (PSC/MA) para Transporte - Ensino Medio em 2024
420,220703,Neto Carletto,PP,BA,2020,Individual,16,Habitacao,782,Transporte Rodoviario,4091544.75,2782963.7,Emenda individual de Neto Carletto (PP/BA) para Habitacao - Transporte Rodoviario em 2020
421,204574,Junior Lourenço,PL,MA,2020,Bancada,16,Habitacao,452,Servicos Urbanos,6676362.04,3024254.17,Emenda bancada de Junior Lourenço (PL/MA) para Habitacao - Servicos Urbanos em 2020
422,220669,Lula da Fonte,PP,PE,2021,Individual,12,Educacao,181,Policiamento,14989758.77,9215893.16,Emenda individual de Lula da Fonte (PP/PE) para Educacao - Policiamento em 2021
423,74079,José Priante,MDB,PA,2020,Individual,19,Ciencia e Tecnologia,452,Servicos Urbanos,14909969.5,12568241.82,Emenda individual de José Priante (MDB/PA) para Ciencia e Tecnologia - Servicos Urbanos em 2020
424,204368,Fabio Schiochet,UNIÃO,SC,2024,Bancada,08,Assistencia Social,511,Saneamento Basico Rural,12929625.57,9402207.3,Emenda bancada de Fabio Schiochet (UNIÃO/SC) para Assistencia Social - Saneamento Basico Rural em 2024
425,166402,Magda Mofatto,PRD,GO,2021,Bancada,06,Seguranca Publica,122,Administracao Geral,12221595.0,10557115.75,Emenda bancada de Magda Mofatto (PRD/GO) para Seguranca Publica - Administracao Geral em 2021
426,225386,Renan Ferreirinha,PSD,RJ,2022,Individual,13,Cultura,782,Transporte Rodoviario,2608822.73,2570473.32,Emenda individual de Renan Ferreirinha (PSD/RJ) para Cultura - Transporte Rodoviario em 2022
427,220639,Guilherme Boulos,PSOL,SP,2022,Comissao,26,Transporte,122,Administracao Geral,7764783.33,7222092.54,Emenda comissao de Guilherme Boulos (PSOL/SP) para Transporte - Administracao Geral em 2022
428,204426,Carlos Veras,PT,PE,2023,Comissao,06,Seguranca Publica,511,Saneamento Basico Rural,14888044.76,13502463.76,Emenda comissao de Carlos Veras (PT/PE) para Seguranca Publica - Saneamento Basico Rural em 2023
429,178963,Covatti Filho,PP,RS,2021,Individual,11,Trabalho,452,Servicos Urbanos,10699783.25,9415137.98,Emenda individual de Covatti Filho (PP/RS) para Trabalho - Servicos Urbanos em 2021
430,234253,Lucas Abrahao,REDE,AP,2024,Bancada,27,Desporto e Lazer,361,Ensino Fundamental,9454411.03,5319246.69,Emenda bancada de Lucas Abrahao (REDE/AP) para Desporto e Lazer - Ensino Fundamental em 2024
431,160538,Bohn Gass,PT,RS,2020,Individual,15,Urbanismo,511,Saneamento Basico Rural,11272055.5,8863133.05,Emenda individual de Bohn Gass (PT/RS) para Urbanismo - Saneamento Basico Rural em 2020
432,204550,Júnior Mano,PSB,CE,2022,Individual,27,Desporto e Lazer,512,Saneamento Basico Urbano,13046725.67,11650949.49,Emenda individual de Júnior Mano (PSB/CE) para Desporto e Lazer - Saneamento Basico Urbano em 2022
433,74262,Carlos Sampaio,PSDB,SP,2022,Comissao,11,Trabalho,512,Saneamento Basico Urbano,11955601.11,6915132.93,Emenda comissao de Carlos Sampaio (PSDB/SP) para Trabalho - Saneamento Basico Urbano em 2022
434,220648,Marangoni,UNIÃO,SP,2023,Individual,19,Ciencia e Tecnologia,362,Ensino Medio,12442319.89,6674416.35,Emenda individual de Marangoni (UNIÃO/SP) para Ciencia e Tecnologia - Ensino Medio em 2023
435,220543,Ricardo Ayres,REPUBLICANOS,TO,2023,Bancada,06,Seguranca Publica,122,Administracao Geral,13422904.4,11189035.33,Emenda bancada de Ricardo Ayres (REPUBLICANOS/TO) para Seguranca Publica - Administracao Geral em 2023
436,204515,André Janones,AVANTE,MG,2023,Individual,12,Educacao,244,Assistencia Comunitaria,13948549.84,5727113.6,Emenda individual de André Janones (AVANTE/MG) para Educacao - Assistencia Comunitaria em 2023
437,227275,Mariana Carvalho,PSC,MA,2021,Comissao,10,Saude,451,Infraestrutura Urbana,13650167.49,12524075.56,Emenda comissao de Mariana Carvalho (PSC/MA) para Saude - Infraestrutura Urbana em 2021
438,178909,Hélio Leite,UNIÃO,PA,2022,Individual,06,Seguranca Publica,452,Servicos Urbanos,5470487.21,1956762.48,Emenda individual de Hélio Leite (UNIÃO/PA) para Seguranca Publica - Servicos Urbanos em 2022
439,220705,Deltan Dallagnol,PODE,PR,2022,Bancada,10,Saude,451,Infraestrutura Urbana,11352959.14,6817016.67,Emenda bancada de Deltan Dallagnol (PODE/PR) para Saude - Infraestrutura Urbana em 2022
440,178993,Carlos Henrique Gaguim,UNIÃO,TO,2020,Individual,11,Trabalho,302,Assistencia Hospitalar,1261286.95,902546.23,Emenda individual de Carlos Henrique Gaguim (UNIÃO/TO) para Trabalho - Assistencia Hospitalar em 2020
441,74160,Patrus Ananias,PT,MG,2020,Individual,15,Urbanismo,512,Saneamento Basico Urbano,5219254.84,2006363.24,Emenda individual de Patrus Ananias (PT/MG) para Urbanismo - Saneamento Basico Urbano em 2020
442,204526,Luiz Philippe de Orleans e Bragança,PL,SP,2023,Individual,11,Trabalho,361,Ensino Fundamental,5807741.89,4713182.14,Emenda individual de Luiz Philippe de Orleans e Bragança (PL/SP) para Trabalho - Ensino Fundamental em 2023
443,178876,Célio Silveira,MDB,GO,2022,Comissao,12,Educacao,365,Educacao Infantil,2143226.49,1803358.65,Emenda comissao de Célio Silveira (MDB/GO) para Educacao - Educacao Infantil em 2022
444,74467,Damião Feliciano,UNIÃO,PB,2021,Individual,15,Urbanismo,244,Assistencia Comunitaria,8493039.1,6176337.34,Emenda individual de Damião Feliciano (UNIÃO/PB) para Urbanismo - Assistencia Comunitaria em 2021
445,228272,Délio Pinheiro,PDT,MG,2021,Bancada,27,Desporto e Lazer,365,Educacao Infantil,2355474.55,1385482.89,Emenda bancada de Délio Pinheiro (PDT/MG) para Desporto e Lazer - Educacao Infantil em 2021
446,220687,Márcio Honaiser,PDT,MA,2020,Comissao,19,Ciencia e Tecnologia,362,Ensino Medio,2186195.81,844330.81,Emenda comissao de Márcio Honaiser (PDT/MA) para Ciencia e Tecnologia - Ensino Medio em 2020
447,122195,Leonardo Gadelha,PSC,PB,2022,Bancada,13,Cultura,451,Infraestrutura Urbana,3792016.99,2848693.6,Emenda bancada de Leonardo Gadelha (PSC/PB) para Cultura - Infraestrutura Urbana em 2022
448,204407,Fernanda Melchionna,PSOL,RS,2024,Bancada,16,Habitacao,122,Administracao Geral,4345320.07,4166707.74,Emenda bancada de Fernanda Melchionna (PSOL/RS) para Habitacao - Administracao Geral em 2024
449,220576,Alfredo Gaspar,UNIÃO,AL,2022,Individual,19,Ciencia e Tecnologia,452,Servicos Urbanos,9143210.36,3950347.5,Emenda individual de Alfredo Gaspar (UNIÃO/AL) para Ciencia e Tecnologia - Servicos Urbanos em 2022
450,171139,Loreny,SOLIDARIEDADE,SP,2020,Bancada,26,Transporte,244,Assistencia Comunitaria,11927292.67,5576471.55,Emenda bancada de Loreny (SOLIDARIEDADE/SP) para Transporte - Assistencia Comunitaria em 2020
451,74156,Leonardo Monteiro,PT,MG,2023,Bancada,12,Educacao,362,Ensino Medio,1158078.83,1067872.79,Emenda bancada de Leonardo Monteiro (PT/MG) para Educacao - Ensino Medio em 2023
452,204495,Airton Faleiro,PT,PA,2021,Individual,13,Cultura,365,Educacao Infantil,12600702.21,7492433.91,Emenda individual de Airton Faleiro (PT/PA) para Cultura - Educacao Infantil em 2021
453,204406,Pedro Westphalen,PP,RS,2023,Comissao,15,Urbanismo,361,Ensino Fundamental,11578469.03,3608807.11,Emenda comissao de Pedro Westphalen (PP/RS) para Urbanismo - Ensino Fundamental em 2023
454,220612,Bebeto,PP,RJ,2021,Individual,10,Saude,364,Ensino Superior,1000986.01,853343.58,Emenda individual de Bebeto (PP/RJ) para Saude - Ensino Superior em 2021
455,73692,Osmar Terra,MDB,RS,2024,Bancada,26,Transporte,244,Assistencia Comunitaria,6411271.0,3728757.95,Emenda bancada de Osmar Terra (MDB/RS) para Transporte - Assistencia Comunitaria em 2024
456,220630,Pedro Aihara,PATRIOTA,MG,2021,Individual,16,Habitacao,122,Administracao Geral,4717612.6,3103780.02,Emenda individual de Pedro Aihara (PATRIOTA/MG) para Habitacao - Administracao Geral em 2021
457,220540,Duda Ramos,MDB,RR,2024,Individual,04,Administracao,361,Ensino Fundamental,8837913.73,7373090.44,Emenda individual de Duda Ramos (MDB/RR) para Administracao - Ensino Fundamental em 2024
458,220605,Bandeira de Mello,PSB,RJ,2023,Bancada,26,Transporte,181,Policiamento,12712374.92,4328997.93,Emenda bancada de Bandeira de Mello (PSB/RJ) para Transporte - Policiamento em 2023
459,229106,Carla Ayres,PT,SC,2023,Bancada,18,Gestao Ambiental,302,Assistencia Hospitalar,919926.43,704898.88,Emenda bancada de Carla Ayres (PT/SC) para Gestao Ambiental - Assistencia Hospitalar em 2023
460,143632,Domingos Neto,PSD,CE,2021,Bancada,12,Educacao,301,Atencao Basica,2541106.2,2457532.63,Emenda bancada de Domingos Neto (PSD/CE) para Educacao - Atencao Basica em 2021
461,220627,Paulinho Freire,UNIÃO,RN,2022,Individual,16,Habitacao,511,Saneamento Basico Rural,1991266.05,1686177.78,Emenda individual de Paulinho Freire (UNIÃO/RN) para Habitacao - Saneamento Basico Rural em 2022
462,220611,General Pazuello,PL,RJ,2020,Individual,11,Trabalho,302,Assistencia Hospitalar,6496936.08,4331493.95,Emenda individual de General Pazuello (PL/RJ) para Trabalho - Assistencia Hospitalar em 2020
463,204494,Fred Costa,PATRIOTA,MG,2020,Individual,11,Trabalho,122,Administracao Geral,7710650.0,2612425.11,Emenda individual de Fred Costa (PATRIOTA/MG) para Trabalho - Administracao Geral em 2020
464,221378,Reginete Bispo,PT,RS,2021,Individual,06,Seguranca Publica,365,Educacao Infantil,1633283.23,1146137.91,Emenda individual de Reginete Bispo (PT/RS) para Seguranca Publica - Educacao Infantil em 2021
465,88256,Clodoaldo Magalhães,PV,PE,2024,Individual,08,Assistencia Social,181,Policiamento,12894466.24,3979253.57,Emenda individual de Clodoaldo Magalhães (PV/PE) para Assistencia Social - Policiamento em 2024
466,204515,André Janones,AVANTE,MG,2023,Comissao,27,Desporto e Lazer,365,Educacao Infantil,2766517.91,2689717.99,Emenda comissao de André Janones (AVANTE/MG) para Desporto e Lazer - Educacao Infantil em 2023
467,220707,Amanda Gentil,PP,MA,2023,Individual,16,Habitacao,511,Saneamento Basico Rural,3799121.43,3575346.85,Emenda individual de Amanda Gentil (PP/MA) para Habitacao - Saneamento Basico Rural em 2023
468,73531,Ivan Valente,PSOL,SP,2020,Individual,26,Transporte,452,Servicos Urbanos,1879073.85,1449382.28,Emenda individual de Ivan Valente (PSOL/SP) para Transporte - Servicos Urbanos em 2020
469,220675,Antônio Doido,MDB,PA,2024,Comissao,06,Seguranca Publica,362,Ensino Medio,14315783.17,4985450.11,Emenda comissao de Antônio Doido (MDB/PA) para Seguranca Publica - Ensino Medio em 2024
470,220572,Marussa Boldrin,MDB,GO,2022,Individual,19,Ciencia e Tecnologia,364,Ensino Superior,8341061.79,2548848.5,Emenda individual de Marussa Boldrin (MDB/GO) para Ciencia e Tecnologia - Ensino Superior em 2022
471,227800,Duarte Gonçalves Jr,PODE,MG,2022,Bancada,26,Transporte,122,Administracao Geral,3714501.5,2071917.51,Emenda bancada de Duarte Gonçalves Jr (PODE/MG) para Transporte - Administracao Geral em 2022
472,204449,Nelson Barbudo,PL,MT,2021,Bancada,04,Administracao,511,Saneamento Basico Rural,8243732.71,7066375.0,Emenda bancada de Nelson Barbudo (PL/MT) para Administracao - Saneamento Basico Rural em 2021
473,220539,Defensor Stélio Dener,REPUBLICANOS,RR,2020,Individual,10,Saude,451,Infraestrutura Urbana,5261713.1,4670832.22,Emenda individual de Defensor Stélio Dener (REPUBLICANOS/RR) para Saude - Infraestrutura Urbana em 2020
474,136811,Afonso Hamm,PP,RS,2023,Bancada,13,Cultura,301,Atencao Basica,10935504.08,4076365.67,Emenda bancada de Afonso Hamm (PP/RS) para Cultura - Atencao Basica em 2023
475,204492,Paulo Guedes,PT,MG,2023,Comissao,08,Assistencia Social,451,Infraestrutura Urbana,14591132.62,5831513.07,Emenda comissao de Paulo Guedes (PT/MG) para Assistencia Social - Infraestrutura Urbana em 2023
476,204365,Gilson Marques,NOVO,SC,2021,Comissao,12,Educacao,301,Atencao Basica,7844412.36,6201736.22,Emenda comissao de Gilson Marques (NOVO/SC) para Educacao - Atencao Basica em 2021
477,208297,Katia Dias,REPUBLICANOS,MG,2020,Individual,27,Desporto e Lazer,181,Policiamento,7630873.68,5693020.76,Emenda individual de Katia Dias (REPUBLICANOS/MG) para Desporto e Lazer - Policiamento em 2020
478,220662,Lucas Ramos,PSB,PE,2024,Individual,12,Educacao,122,Administracao Geral,9970414.53,3903375.42,Emenda individual de Lucas Ramos (PSB/PE) para Educacao - Administracao Geral em 2024
479,198197,Greyce Elias,AVANTE,MG,2022,Comissao,26,Transporte,452,Servicos Urbanos,5954994.8,5254269.87,Emenda comissao de Greyce Elias (AVANTE/MG) para Transporte - Servicos Urbanos em 2022
480,220567,Jeferson Rodrigues,REPUBLICANOS,GO,2022,Individual,13,Cultura,512,Saneamento Basico Urbano,14158964.82,5596731.44,Emenda individual de Jeferson Rodrigues (REPUBLICANOS/GO) para Cultura - Saneamento Basico Urbano em 2022
481,220633,Ricardo Salles,NOVO,SP,2020,Individual,12,Educacao,361,Ensino Fundamental,7044221.18,4117761.38,Emenda individual de Ricardo Salles (NOVO/SP) para Educacao - Ensino Fundamental em 2020
482,141488,Paulo Teixeira,PT,SP,2021,Individual,13,Cultura,511,Saneamento Basico Rural,7003864.27,6280627.95,Emenda individual de Paulo Teixeira (PT/SP) para Cultura - Saneamento Basico Rural em 2021
483,178962,Carlos Gomes,REPUBLICANOS,RS,2022,Bancada,06,Seguranca Publica,511,Saneamento Basico Rural,10483481.95,3441002.36,Emenda bancada de Carlos Gomes (REPUBLICANOS/RS) para Seguranca Publica - Saneamento Basico Rural em 2022
484,74273,Jefferson Campos,PL,SP,2021,Comissao,06,Seguranca Publica,302,Assistencia Hospitalar,6004042.49,2006943.86,Emenda comissao de Jefferson Campos (PL/SP) para Seguranca Publica - Assistencia Hospitalar em 2021
485,178964,Heitor Schuch,PSB,RS,2021,Individual,26,Transporte,452,Servicos Urbanos,6125444.17,3776586.36,Emenda individual de Heitor Schuch (PSB/RS) para Transporte - Servicos Urbanos em 2021
486,160601,Pr. Marco Feliciano,PL,SP,2023,Individual,08,Assistencia Social,302,Assistencia Hospitalar,11927765.17,4592395.69,Emenda individual de Pr. Marco Feliciano (PL/SP) para Assistencia Social - Assistencia Hospitalar em 2023
487,220577,Augusto Puppio,MDB,AP,2021,Individual,19,Ciencia e Tecnologia,511,Saneamento Basico Rural,12372733.89,6935756.47,Emenda individual de Augusto Puppio (MDB/AP) para Ciencia e Tecnologia - Saneamento Basico Rural em 2021
488,178829,Capitão Augusto,PL,SP,2022,Comissao,20,Agricultura,122,Administracao Geral,1217308.99,1214890.19,Emenda comissao de Capitão Augusto (PL/SP) para Agricultura - Administracao Geral em 2022
489,230088,Dra. Mayra Pinheiro,PL,CE,2021,Individual,15,Urbanismo,512,Saneamento Basico Urbano,12724403.98,11022146.52,Emenda individual de Dra. Mayra Pinheiro (PL/CE) para Urbanismo - Saneamento Basico Urbano em 2021
490,220666,Coronel Meira,PL,PE,2020,Individual,10,Saude,512,Saneamento Basico Urbano,8650874.58,7571070.52,Emenda individual de Coronel Meira (PL/PE) para Saude - Saneamento Basico Urbano em 2020
491,204404,Lucas Redecker,PSDB,RS,2023,Bancada,27,Desporto e Lazer,301,Atencao Basica,2674827.46,1204478.21,Emenda bancada de Lucas Redecker (PSDB/RS) para Desporto e Lazer - Atencao Basica em 2023
492,220688,Dr. Francisco,PT,PI,2023,Comissao,26,Transporte,364,Ensino Superior,616276.71,451991.87,Emenda comissao de Dr. Francisco (PT/PI) para Transporte - Ensino Superior em 2023
493,227370,Felipe Saliba,PATRIOTA,MG,2023,Individual,15,Urbanismo,364,Ensino Superior,8305261.11,2846091.3,Emenda individual de Felipe Saliba (PATRIOTA/MG) para Urbanismo - Ensino Superior em 2023
494,204365,Gilson Marques,NOVO,SC,2023,Individual,18,Gestao Ambiental,361,Ensino Fundamental,13281322.49,8872851.0,Emenda individual de Gilson Marques (NOVO/SC) para Gestao Ambiental - Ensino Fundamental em 2023
495,122158,Pedro Paulo,PSD,RJ,2023,Bancada,04,Administracao,301,Atencao Basica,5450770.44,3712860.22,Emenda bancada de Pedro Paulo (PSD/RJ) para Administracao - Atencao Basica em 2023
496,178895,Misael Varella,PSD,MG,2024,Individual,13,Cultura,122,Administracao Geral,4129491.7,1314186.28,Emenda individual de Misael Varella (PSD/MG) para Cultura - Administracao Geral em 2024
497,225730,Enfermeira Ana Paula,PDT,CE,2022,Individual,10,Saude,511,Saneamento Basico Rural,14873816.72,9974420.23,Emenda individual de Enfermeira Ana Paula (PDT/CE) para Saude - Saneamento Basico Rural em 2022
498,220633,Ricardo Salles,NOVO,SP,2020,Individual,08,Assistencia Social,361,Ensino Fundamental,3693176.65,2487659.88,Emenda individual de Ricardo Salles (NOVO/SP) para Assistencia Social - Ensino Fundamental em 2020
499,160541,Arthur Lira,PP,AL,2024,Bancada,04,Administracao,362,Ensino Medio,11981121.24,6570006.51,Emenda bancada de Arthur Lira (PP/AL) para Administracao - Ensino Medio em 2024
500,160599,Dimas Fabiano,PP,MG,2024,Individual,06,Seguranca Publica,362,Ensino Medio,11097766.01,6116513.68,Emenda individual de Dimas Fabiano (PP/MG) para Seguranca Publica - Ensino Medio em 2024
